User Input Text (Features),Target_Disease (Label),,,,,,,,,,,,,,,,,,,,,,,,
"""Worsening stiffness that has lasted for months""",Frozen Shoulder (Adhesive Capsulitis),,,,,,,,,,,,,,,,,,,,,,,,
"""Deep, localized pain in the outer shoulder area""",Frozen Shoulder (Adhesive Capsulitis),,,,,,,,,,,,,,,,,,,,,,,,
"""Inability to sleep on the affected side due to pain""",Frozen Shoulder (Adhesive Capsulitis),,,,,,,,,,,,,,,,,,,,,,,,
"""Shoulder discomfort that prevents me from reaching across my body""",Frozen Shoulder (Adhesive Capsulitis),,,,,,,,,,,,,,,,,,,,,,,,
"""Sneezing and an itchy, runny, or blocked nose""",Allergic Rhinitis (Hay Fever),,,,,,,,,,,,,,,,,,,,,,,,
"""Itchy, red, or watery eyes""",Allergic Rhinitis (Hay Fever),,,,,,,,,,,,,,,,,,,,,,,,
"""An itchy throat, mouth, nose, and ears""",Allergic Rhinitis (Hay Fever),,,,,,,,,,,,,,,,,,,,,,,,
"""Coughing and a scratchy throat""",Allergic Rhinitis (Hay Fever),,,,,,,,,,,,,,,,,,,,,,,,
"""I can't stop sneezing and my eyes are watering like crazy""",Allergic Rhinitis (Hay Fever),,,,,,,,,,,,,,,,,,,,,,,,
"""My nose is constantly stuffed up and itchy""",Allergic Rhinitis (Hay Fever),,,,,,,,,,,,,,,,,,,,,,,,
"""I have dark circles under my eyes and I'm always rubbing them""",Allergic Rhinitis (Hay Fever),,,,,,,,,,,,,,,,,,,,,,,,
"""My throat feels very itchy and I have a dry cough""",Allergic Rhinitis (Hay Fever),,,,,,,,,,,,,,,,,,,,,,,,
"""Loss of smell and constant nasal congestion""",Allergic Rhinitis (Hay Fever),,,,,,,,,,,,,,,,,,,,,,,,
"""I feel like I have a permanent cold every spring""",Allergic Rhinitis (Hay Fever),,,,,,,,,,,,,,,,,,,,,,,,
"""Headache and facial pressure from sinus backup""",Allergic Rhinitis (Hay Fever),,,,,,,,,,,,,,,,,,,,,,,,
"""Postnasal drip making me clear my throat all day""",Allergic Rhinitis (Hay Fever),,,,,,,,,,,,,,,,,,,,,,,,
"""Puffy, swollen eyelids and a red nose""",Allergic Rhinitis (Hay Fever),,,,,,,,,,,,,,,,,,,,,,,,
"""Fatigue and irritability from constant allergy symptoms""",Allergic Rhinitis (Hay Fever),,,,,,,,,,,,,,,,,,,,,,,,
"""Sniffling and a clear, thin discharge from the nose""",Allergic Rhinitis (Hay Fever),,,,,,,,,,,,,,,,,,,,,,,,
"""A burning sensation in your chest or heartburn""",GERD / Acid Reflux / Heartburn,,,,,,,,,,,,,,,,,,,,,,,,
"""Chest pain, especially when lying down""",GERD / Acid Reflux / Heartburn,,,,,,,,,,,,,,,,,,,,,,,,
"""Difficulty swallowing or dysphagia""",GERD / Acid Reflux / Heartburn,,,,,,,,,,,,,,,,,,,,,,,,
"""Regurgitation of food or sour liquid""",GERD / Acid Reflux / Heartburn,,,,,,,,,,,,,,,,,,,,,,,,
"""I have a bitter, sour taste in the back of my throat""",GERD / Acid Reflux / Heartburn,,,,,,,,,,,,,,,,,,,,,,,,
"""It feels like there is a lump in my throat that won't go away""",GERD / Acid Reflux / Heartburn,,,,,,,,,,,,,,,,,,,,,,,,
"""I have a burning pain in my chest after I eat a big meal""",GERD / Acid Reflux / Heartburn,,,,,,,,,,,,,,,,,,,,,,,,
"""I'm coughing a lot at night and feel like I'm choking""",GERD / Acid Reflux / Heartburn,,,,,,,,,,,,,,,,,,,,,,,,
"""Chronic sore throat and a raspy voice""",GERD / Acid Reflux / Heartburn,,,,,,,,,,,,,,,,,,,,,,,,
"""Nausea and frequent belching after eating""",GERD / Acid Reflux / Heartburn,,,,,,,,,,,,,,,,,,,,,,,,
"""The burning in my chest gets worse when I bend over""",GERD / Acid Reflux / Heartburn,,,,,,,,,,,,,,,,,,,,,,,,
"""Disrupted sleep because of acid coming up into my throat""",GERD / Acid Reflux / Heartburn,,,,,,,,,,,,,,,,,,,,,,,,
"""Excessive salivation and a stinging chest""",GERD / Acid Reflux / Heartburn,,,,,,,,,,,,,,,,,,,,,,,,
"""Asthma-like symptoms or wheezing after meals""",GERD / Acid Reflux / Heartburn,,,,,,,,,,,,,,,,,,,,,,,,
"""Persistent indigestion and stomach discomfort""",GERD / Acid Reflux / Heartburn,,,,,,,,,,,,,,,,,,,,,,,,
"""Passing fewer than three stools a week""",Constipation,,,,,,,,,,,,,,,,,,,,,,,,
"""Having lumpy or hard stools""",Constipation,,,,,,,,,,,,,,,,,,,,,,,,
"""Straining to have bowel movements""",Constipation,,,,,,,,,,,,,,,,,,,,,,,,
"""Feeling as though there's a blockage in your rectum""",Constipation,,,,,,,,,,,,,,,,,,,,,,,,
"""I feel like I can't completely empty my bowels""",Constipation,,,,,,,,,,,,,,,,,,,,,,,,
"""My stomach is very bloated and I haven't gone in days""",Constipation,,,,,,,,,,,,,,,,,,,,,,,,
"""I have to strain so hard it causes me pain""",Constipation,,,,,,,,,,,,,,,,,,,,,,,,
"""My poop looks like small, hard pebbles""",Constipation,,,,,,,,,,,,,,,,,,,,,,,,
"""I have a dull ache in my lower abdomen and back""",Constipation,,,,,,,,,,,,,,,,,,,,,,,,
"""Loss of appetite and a general feeling of being backed up""",Constipation,,,,,,,,,,,,,,,,,,,,,,,,
"""Nausea and abdominal cramping from not going to the bathroom""",Constipation,,,,,,,,,,,,,,,,,,,,,,,,
"""Feeling heavy and uncomfortable in my gut""",Constipation,,,,,,,,,,,,,,,,,,,,,,,,
"""Frequent gas but no bowel movement""",Constipation,,,,,,,,,,,,,,,,,,,,,,,,
"""I've been using laxatives but nothing is moving""",Constipation,,,,,,,,,,,,,,,,,,,,,,,,
"""Rectal pressure and difficulty passing stool""",Constipation,,,,,,,,,,,,,,,,,,,,,,,,
"""Muscle ache or shooting/stabbing pain in the back""",Low Back Pain / Muscle Strain,,,,,,,,,,,,,,,,,,,,,,,,
"""Pain that radiates down your leg""",Low Back Pain / Muscle Strain,,,,,,,,,,,,,,,,,,,,,,,,
"""Limited flexibility or range of motion of the back""",Low Back Pain / Muscle Strain,,,,,,,,,,,,,,,,,,,,,,,,
"""Inability to stand up straight""",Low Back Pain / Muscle Strain,,,,,,,,,,,,,,,,,,,,,,,,
"""I pulled something in my back while lifting a box""",Low Back Pain / Muscle Strain,,,,,,,,,,,,,,,,,,,,,,,,
"""My lower back is so stiff I can't even bend over""",Low Back Pain / Muscle Strain,,,,,,,,,,,,,,,,,,,,,,,,
"""I have a sharp pain that shoots down my thigh""",Low Back Pain / Muscle Strain,,,,,,,,,,,,,,,,,,,,,,,,
"""The muscles in my lower back are spasming and tight""",Low Back Pain / Muscle Strain,,,,,,,,,,,,,,,,,,,,,,,,
"""Dull, constant ache in my lumbar region""",Low Back Pain / Muscle Strain,,,,,,,,,,,,,,,,,,,,,,,,
"""It hurts more when I try to walk or stand up""",Low Back Pain / Muscle Strain,,,,,,,,,,,,,,,,,,,,,,,,
"""Numbness or tingling in my lower back and legs""",Low Back Pain / Muscle Strain,,,,,,,,,,,,,,,,,,,,,,,,
"""I feel a 'pop' in my back followed by intense pain""",Low Back Pain / Muscle Strain,,,,,,,,,,,,,,,,,,,,,,,,
"""Difficulty finding a comfortable position to sit or sleep""",Low Back Pain / Muscle Strain,,,,,,,,,,,,,,,,,,,,,,,,
"""Weakness in my legs along with back discomfort""",Low Back Pain / Muscle Strain,,,,,,,,,,,,,,,,,,,,,,,,
"""Tenderness when I touch the muscles around my spine""",Low Back Pain / Muscle Strain,,,,,,,,,,,,,,,,,,,,,,,,
"""Severe, sharp pain in the side and back, below the ribs""",Kidney Stones (Renal Calculi),,,,,,,,,,,,,,,,,,,,,,,,
"""Pain that radiates to the lower abdomen and groin""",Kidney Stones (Renal Calculi),,,,,,,,,,,,,,,,,,,,,,,,
"""Pain that comes in waves and fluctuates in intensity""",Kidney Stones (Renal Calculi),,,,,,,,,,,,,,,,,,,,,,,,
"""Pink, red, or brown urine""",Kidney Stones (Renal Calculi),,,,,,,,,,,,,,,,,,,,,,,,
"""I have an unbearable stabbing pain in my kidney area""",Kidney Stones (Renal Calculi),,,,,,,,,,,,,,,,,,,,,,,,
"""I noticed some blood in my pee and I'm in agony""",Kidney Stones (Renal Calculi),,,,,,,,,,,,,,,,,,,,,,,,
"""I feel like I need to pee constantly but nothing comes out""",Kidney Stones (Renal Calculi),,,,,,,,,,,,,,,,,,,,,,,,
"""The pain is so bad I'm nauseous and throwing up""",Kidney Stones (Renal Calculi),,,,,,,,,,,,,,,,,,,,,,,,
"""Cloudy or foul-smelling urine along with back pain""",Kidney Stones (Renal Calculi),,,,,,,,,,,,,,,,,,,,,,,,
"""I can't sit still because the pain in my flank is so intense""",Kidney Stones (Renal Calculi),,,,,,,,,,,,,,,,,,,,,,,,
"""Fever and chills with sharp abdominal pain""",Kidney Stones (Renal Calculi),,,,,,,,,,,,,,,,,,,,,,,,
"""Urine that looks dark or like cola""",Kidney Stones (Renal Calculi),,,,,,,,,,,,,,,,,,,,,,,,
"""Burning sensation during urination and side aches""",Kidney Stones (Renal Calculi),,,,,,,,,,,,,,,,,,,,,,,,
"""Waves of pain that move from my back to my groin""",Kidney Stones (Renal Calculi),,,,,,,,,,,,,,,,,,,,,,,,
"""Persistent urge to go with very little output""",Kidney Stones (Renal Calculi),,,,,,,,,,,,,,,,,,,,,,,,
"""Difficulty falling asleep at night""",Insomnia,,,,,,,,,,,,,,,,,,,,,,,,
"""Waking up during the night or waking up too early""",Insomnia,,,,,,,,,,,,,,,,,,,,,,,,
"""Not feeling well-rested after a night's sleep""",Insomnia,,,,,,,,,,,,,,,,,,,,,,,,
"""Daytime tiredness or sleepiness""",Insomnia,,,,,,,,,,,,,,,,,,,,,,,,
"""I lie in bed for hours staring at the ceiling""",Insomnia,,,,,,,,,,,,,,,,,,,,,,,,
"""I keep waking up at 3 AM and can't get back to sleep""",Insomnia,,,,,,,,,,,,,,,,,,,,,,,,
"""I feel like a zombie during the day because I can't sleep""",Insomnia,,,,,,,,,,,,,,,,,,,,,,,,
"""I'm very irritable and can't focus because I'm so tired""",Insomnia,,,,,,,,,,,,,,,,,,,,,,,,
"""I feel anxious as soon as I head to the bedroom""",Insomnia,,,,,,,,,,,,,,,,,,,,,,,,
"""I'm rely on caffeine just to stay awake at my desk""",Insomnia,,,,,,,,,,,,,,,,,,,,,,,,
"""Frequent headaches and lack of energy from poor sleep""",Insomnia,,,,,,,,,,,,,,,,,,,,,,,,
"""I wake up feeling just as tired as when I went to bed""",Insomnia,,,,,,,,,,,,,,,,,,,,,,,,
"""Making mistakes at work because I'm sleep-deprived""",Insomnia,,,,,,,,,,,,,,,,,,,,,,,,
"""Difficulty concentrating and memory problems""",Insomnia,,,,,,,,,,,,,,,,,,,,,,,,
"""Persistent worry about being able to fall asleep""",Insomnia,,,,,,,,,,,,,,,,,,,,,,,,
"""Toothache, spontaneous pain or pain without apparent cause""",Dental Cavities (Tooth Decay),,,,,,,,,,,,,,,,,,,,,,,,
"""Tooth sensitivity""",Dental Cavities (Tooth Decay),,,,,,,,,,,,,,,,,,,,,,,,
"""Mild to sharp pain when eating or drinking something sweet, hot or cold""",Dental Cavities (Tooth Decay),,,,,,,,,,,,,,,,,,,,,,,,
"""Visible holes or pits in your teeth""",Dental Cavities (Tooth Decay),,,,,,,,,,,,,,,,,,,,,,,,
"""I have a sharp pain whenever I drink something cold""",Dental Cavities (Tooth Decay),,,,,,,,,,,,,,,,,,,,,,,,
"""I can see a small dark hole on the top of my molar""",Dental Cavities (Tooth Decay),,,,,,,,,,,,,,,,,,,,,,,,
"""My tooth hurts when I bite down on food""",Dental Cavities (Tooth Decay),,,,,,,,,,,,,,,,,,,,,,,,
"""I have a constant dull throb in my jaw""",Dental Cavities (Tooth Decay),,,,,,,,,,,,,,,,,,,,,,,,
"""Brown or black staining on the surface of my tooth""",Dental Cavities (Tooth Decay),,,,,,,,,,,,,,,,,,,,,,,,
"""Food keeps getting stuck in a gap in my tooth""",Dental Cavities (Tooth Decay),,,,,,,,,,,,,,,,,,,,,,,,
"""Bad breath that doesn't go away even after brushing""",Dental Cavities (Tooth Decay),,,,,,,,,,,,,,,,,,,,,,,,
"""Swelling or pus around a specific tooth""",Dental Cavities (Tooth Decay),,,,,,,,,,,,,,,,,,,,,,,,
"""Unpleasant taste in my mouth and tooth sensitivity""",Dental Cavities (Tooth Decay),,,,,,,,,,,,,,,,,,,,,,,,
"""Gums look red and swollen near the aching tooth""",Dental Cavities (Tooth Decay),,,,,,,,,,,,,,,,,,,,,,,,
"""Sudden, sharp zapping feeling in my tooth while eating candy""",Dental Cavities (Tooth Decay),,,,,,,,,,,,,,,,,,,,,,,,
"""Excessive body fat that increases the risk of health problems""",Obesity,,,,,,,,,,,,,,,,,,,,,,,,
"""Body Mass Index of 30 or higher""",Obesity,,,,,,,,,,,,,,,,,,,,,,,,
"""Shortness of breath""",Obesity,,,,,,,,,,,,,,,,,,,,,,,,
"""Increased sweating""",Obesity,,,,,,,,,,,,,,,,,,,,,,,,
"""Snoring and difficulty with physical activity""",Obesity,,,,,,,,,,,,,,,,,,,,,,,,
"""I am struggling with my weight and it's affecting my health""",Obesity,,,,,,,,,,,,,,,,,,,,,,,,
"""I get out of breath just by walking a short distance""",Obesity,,,,,,,,,,,,,,,,,,,,,,,,
"""I've noticed I'm sweating much more than I used to""",Obesity,,,,,,,,,,,,,,,,,,,,,,,,
"""My clothes don't fit anymore and I feel very sluggish""",Obesity,,,,,,,,,,,,,,,,,,,,,,,,
"""I have a lot of back and joint pain because of my weight""",Obesity,,,,,,,,,,,,,,,,,,,,,,,,
"""I'm always tired and my doctor says my BMI is too high""",Obesity,,,,,,,,,,,,,,,,,,,,,,,,
"""Persistent skin fold rashes and irritation""",Obesity,,,,,,,,,,,,,,,,,,,,,,,,
"""I have trouble sleeping because of my heavy snoring""",Obesity,,,,,,,,,,,,,,,,,,,,,,,,
"""Feeling self-conscious about my body size and shape""",Obesity,,,,,,,,,,,,,,,,,,,,,,,,
"""Inability to perform daily tasks without feeling exhausted""",Obesity,,,,,,,,,,,,,,,,,,,,,,,,
"""Nausea and vomiting""",Motion Sickness,,,,,,,,,,,,,,,,,,,,,,,,
"""Dizziness and cold sweats""",Motion Sickness,,,,,,,,,,,,,,,,,,,,,,,,
"""Paleness and headache""",Motion Sickness,,,,,,,,,,,,,,,,,,,,,,,,
"""Increased salivation""",Motion Sickness,,,,,,,,,,,,,,,,,,,,,,,,
"""I feel very sick to my stomach whenever I'm in a car""",Motion Sickness,,,,,,,,,,,,,,,,,,,,,,,,
"""I get extremely dizzy and nauseous on boat rides""",Motion Sickness,,,,,,,,,,,,,,,,,,,,,,,,
"""I've broken out in a cold sweat while flying""",Motion Sickness,,,,,,,,,,,,,,,,,,,,,,,,
"""I feel like I'm going to throw up if I look at my phone in the car""",Motion Sickness,,,,,,,,,,,,,,,,,,,,,,,,
"""My head is spinning and I feel very pale and weak""",Motion Sickness,,,,,,,,,,,,,,,,,,,,,,,,
"""I have to close my eyes to stop the world from moving""",Motion Sickness,,,,,,,,,,,,,,,,,,,,,,,,
"""Yawning and feeling very tired after a long drive""",Motion Sickness,,,,,,,,,,,,,,,,,,,,,,,,
"""Discomfort in my gut that starts as soon as we move""",Motion Sickness,,,,,,,,,,,,,,,,,,,,,,,,
"""I feel a sense of dread and nausea when I think about traveling""",Motion Sickness,,,,,,,,,,,,,,,,,,,,,,,,
"""Hyperventilating and feeling lightheaded on a bus""",Motion Sickness,,,,,,,,,,,,,,,,,,,,,,,,
"""Frequent need for fresh air to stop feeling sick""",Motion Sickness,,,,,,,,,,,,,,,,,,,,,,,,
"""Red, painful, and itchy skin that feels hot to the touch""",Sunburn,,,,,,,,,,,,,,,,,,,,,,,,
"""Small, fluid-filled blisters""",Sunburn,,,,,,,,,,,,,,,,,,,,,,,,
"""Swelling and headache""",Sunburn,,,,,,,,,,,,,,,,,,,,,,,,
"""Fever, chills, and fatigue""",Sunburn,,,,,,,,,,,,,,,,,,,,,,,,
"""My skin is bright red and it burns even when I'm not touching it""""",Sunburn,,,,,,,,,,,,,,,,,,,,,,,,
"""I stayed out in the sun too long and now my back is blistering""",Sunburn,,,,,,,,,,,,,,,,,,,,,,,,
"""My skin feels incredibly tight and itchy after being at the beach""",Sunburn,,,,,,,,,,,,,,,,,,,,,,,,
"""I have a fever and my skin is peeling in large flakes""",Sunburn,,,,,,,,,,,,,,,,,,,,,,,,
"""My face is very swollen and my skin feels like it's on fire""",Sunburn,,,,,,,,,,,,,,,,,,,,,,,,
"""I have a pounding headache and feel very dehydrated""",Sunburn,,,,,,,,,,,,,,,,,,,,,,,,
"""Small red bumps and chills after a day outdoors""",Sunburn,,,,,,,,,,,,,,,,,,,,,,,,
"""The skin on my shoulders is raw and sensitive to my clothes""",Sunburn,,,,,,,,,,,,,,,,,,,,,,,,
"""Nausea and dizziness following a severe burn""",Sunburn,,,,,,,,,,,,,,,,,,,,,,,,
"""Tenderness and localized heat on my arms and legs""",Sunburn,,,,,,,,,,,,,,,,,,,,,,,,
"""I'm shivering even though my skin feels hot""",Sunburn,,,,,,,,,,,,,,,,,,,,,,,,
"""Feeling nervous, restless, or tense""",Anxiety Disorder,,,,,,,,,,,,,,,,,,,,,,,,
"""Having a sense of impending danger, panic, or doom""",Anxiety Disorder,,,,,,,,,,,,,,,,,,,,,,,,
"""Having an increased heart rate""",Anxiety Disorder,,,,,,,,,,,,,,,,,,,,,,,,
"""Breathing rapidly or hyperventilation""",Anxiety Disorder,,,,,,,,,,,,,,,,,,,,,,,,
"""Sweating and trembling""",Anxiety Disorder,,,,,,,,,,,,,,,,,,,,,,,,
"""I feel like something terrible is about to happen and I can't calm down""",Anxiety Disorder,,,,,,,,,,,,,,,,,,,,,,,,
"""My heart starts pounding and my hands get shaky for no reason""",Anxiety Disorder,,,,,,,,,,,,,,,,,,,,,,,,
"""I'm constantly worrying about things even when there's no problem""",Anxiety Disorder,,,,,,,,,,,,,,,,,,,,,,,,
"""I feel a tight knot in my stomach and I can't catch my breath""",Anxiety Disorder,,,,,,,,,,,,,,,,,,,,,,,,
"""I’m having a lot of trouble concentrating because my mind is racing""",Anxiety Disorder,,,,,,,,,,,,,,,,,,,,,,,,
"""I have a constant feeling of dread and I'm not sleeping well""",Anxiety Disorder,,,,,,,,,,,,,,,,,,,,,,,,
"""Feeling lightheaded and dizzy whenever I get stressed""",Anxiety Disorder,,,,,,,,,,,,,,,,,,,,,,,,
"""Persistent muscle tension, especially in my neck and shoulders""",Anxiety Disorder,,,,,,,,,,,,,,,,,,,,,,,,
"""I feel a sudden wave of heat and then I start shivering""",Anxiety Disorder,,,,,,,,,,,,,,,,,,,,,,,,
"""Avoidance of social situations because they make me feel overwhelmed""",Anxiety Disorder,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
